timestamp,value,z_score,z_anomaly
2014-02-14 14:27:00,51.846,2.02985876279003,False
2014-02-14 14:32:00,44.508,0.32476063784292525,False
2014-02-14 14:37:00,41.244,-0.43368039238702294,False
2014-02-14 14:42:00,48.56800000000001,1.2681646153961097,False
2014-02-14 14:47:00,46.714,0.8373589566809342,False
2014-02-14 14:52:00,44.986,0.4358313524415498,False
2014-02-14 14:57:00,49.108,1.3936419917209137,False
2014-02-14 15:02:00,40.47,-0.6135312984525806,False
2014-02-14 15:07:00,53.404,2.3918842300382726,False
2014-02-14 15:12:00,45.4,0.5320306742905693,False
2014-02-14 15:17:00,43.216,0.024544396710237303,False
2014-02-14 15:22:00,49.72,1.5358496848890293,False
2014-02-14 15:27:00,46.37,0.7574252206517973,False
2014-02-14 15:32:00,43.756,0.1500217730350446,False
2014-02-14 15:37:00,47.582,1.039052220847477,False
2014-02-14 15:42:00,40.738,-0.5512573413136018,False
2014-02-14 15:47:00,51.216,1.883468490411089,False
2014-02-14 15:52:00,46.31399999999999,0.7444127519958903,False
2014-02-14 15:57:00,45.0,0.439084469605527,False
2014-02-14 16:02:00,50.224,1.6529619027921825,False
2014-02-14 16:07:00,48.096,1.1584880938677558,False
2014-02-14 16:12:00,43.544,0.10076028455197125,False
2014-02-14 16:17:00,48.85,1.3336916896990623,False
2014-02-14 16:22:00,40.942,-0.50385477692423,False
2014-02-14 16:27:00,52.58600000000001,2.2018092414573625,False
2014-02-14 16:32:00,45.802,0.6254416099990373,False
2014-02-14 16:37:00,43.122,0.0027020386092520172,False
2014-02-14 16:42:00,50.774,1.780762934234117,False
2014-02-14 16:47:00,46.262,0.7323297453868365,False
2014-02-14 16:52:00,43.052,-0.013563547210630501,False
2014-02-14 16:57:00,50.718,1.7677504655782115,False
2014-02-14 17:02:00,45.798,0.6245121479521873,False
2014-02-14 17:07:00,46.55,0.7992510127600664,False
2014-02-14 17:12:00,48.122,1.1645295971722844,False
2014-02-14 17:17:00,40.23,-0.6692990212636066,False
2014-02-14 17:22:00,52.606,2.206456551691612,False
2014-02-14 17:27:00,44.652,0.3582212715295402,False
2014-02-14 17:32:00,42.84,-0.0628250356937022,False
2014-02-14 17:37:00,49.272,1.4317499356417815,False
2014-02-14 17:42:00,47.09,0.9247283890848753,False
2014-02-14 17:47:00,45.452,0.5441136808996246,False
2014-02-14 17:52:00,46.996,0.90288603098389,False
2014-02-14 17:57:00,43.194,0.019432355452560317,False
2014-02-14 18:02:00,52.94,2.2840666326036216,False
