timestamp,value,forecast_ma24,residual,forecast_anomaly
2014-02-14 16:27:00,52.58600000000001,46.32566666666667,6.260333333333342,False
2014-02-14 16:32:00,45.802,46.356500000000004,-0.5545000000000044,False
2014-02-14 16:37:00,43.122,46.41041666666666,-3.288416666666663,False
2014-02-14 16:42:00,50.774,46.48866666666667,4.285333333333334,False
2014-02-14 16:47:00,46.262,46.58058333333333,-0.3185833333333292,False
2014-02-14 16:52:00,43.052,46.561749999999996,-3.509749999999997,False
2014-02-14 16:57:00,50.718,46.48116666666667,4.236833333333337,False
2014-02-14 17:02:00,45.798,46.54825,-0.7502500000000012,False
2014-02-14 17:07:00,46.55,46.770250000000004,-0.22025000000000716,False
2014-02-14 17:12:00,48.122,46.48466666666667,1.6373333333333306,False
2014-02-14 17:17:00,40.23,46.598083333333335,-6.368083333333338,False
2014-02-14 17:22:00,52.606,46.473666666666674,6.132333333333328,False
2014-02-14 17:27:00,44.652,46.59391666666667,-1.9419166666666712,False
2014-02-14 17:32:00,42.84,46.52233333333333,-3.6823333333333252,False
2014-02-14 17:37:00,49.272,46.484166666666674,2.7878333333333245,False
2014-02-14 17:42:00,47.09,46.55458333333333,0.53541666666667,False
2014-02-14 17:47:00,45.452,46.81924999999999,-1.3672499999999914,False
2014-02-14 17:52:00,46.996,46.57908333333333,0.4169166666666726,False
2014-02-14 17:57:00,43.194,46.607499999999995,-3.413499999999992,False
2014-02-14 18:02:00,52.94,46.53225,6.40775,False
2014-02-14 18:07:00,47.212,46.64541666666667,0.5665833333333339,False
2014-02-14 18:12:00,43.144,46.608583333333335,-3.464583333333337,False
2014-02-14 18:17:00,50.658,46.59191666666667,4.0660833333333315,False
2014-02-14 18:22:00,46.292,46.667249999999996,-0.3752499999999941,False
2014-02-14 18:27:00,45.164,46.890166666666666,-1.7261666666666642,False
2014-02-14 18:32:00,47.88800000000001,46.58091666666667,1.3070833333333454,False
2014-02-14 18:37:00,41.852,46.667833333333334,-4.815833333333337,False
2014-02-14 18:42:00,53.17,46.614916666666666,6.555083333333336,False
2014-02-14 18:47:00,44.632,46.71475000000001,-2.0827500000000114,False
2014-02-14 18:52:00,43.282,46.646833333333326,-3.36483333333333,False
2014-02-14 18:57:00,53.192,46.65641666666667,6.535583333333328,False
2014-02-14 19:02:00,45.51600000000001,46.7595,-1.2434999999999903,False
2014-02-14 19:07:00,47.23,46.747749999999996,0.4822500000000005,False
2014-02-14 19:12:00,46.408,46.77608333333333,-0.3680833333333311,False
2014-02-14 19:17:00,40.118,46.70466666666667,-6.586666666666666,False
2014-02-14 19:22:00,52.536,46.699999999999996,5.836000000000006,False
2014-02-14 19:27:00,45.56399999999999,46.69708333333333,-1.1330833333333388,False
2014-02-14 19:32:00,43.908,46.735083333333336,-2.8270833333333343,False
2014-02-14 19:37:00,48.058,46.779583333333335,1.278416666666665,False
2014-02-14 19:42:00,45.4,46.729000000000006,-1.3290000000000077,False
2014-02-14 19:47:00,45.56399999999999,46.65858333333333,-1.0945833333333397,False
2014-02-14 19:52:00,53.23,46.663250000000005,6.566749999999992,False
2014-02-14 19:57:00,46.972,46.923,0.04899999999999949,False
2014-02-14 20:02:00,52.816,47.08041666666667,5.735583333333331,False
2014-02-14 20:07:00,49.062,47.075250000000004,1.9867499999999936,False
2014-02-14 20:12:00,46.22,47.15233333333333,-0.9323333333333323,False
2014-02-14 20:17:00,50.258,47.280499999999996,2.9775000000000063,False
2014-02-14 20:22:00,47.16,47.26383333333334,-0.10383333333334122,False
2014-02-14 20:27:00,45.258,47.300000000000004,-2.0420000000000016,False
2014-02-14 20:32:00,49.108,47.30391666666666,1.8040833333333381,False
2014-02-14 20:37:00,40.774,47.35475,-6.580750000000002,False
2014-02-14 20:42:00,52.5,47.30983333333333,5.19016666666667,False
2014-02-14 20:47:00,45.316,47.28191666666666,-1.9659166666666579,False
2014-02-14 20:52:00,41.878,47.31041666666667,-5.4324166666666684,False
2014-02-14 20:57:00,51.456,47.25191666666666,4.204083333333344,False
2014-02-14 21:02:00,46.902,47.17958333333333,-0.2775833333333324,False
2014-02-14 21:07:00,46.41,47.23733333333334,-0.8273333333333426,False
2014-02-14 21:12:00,47.3,47.20316666666667,0.09683333333332911,False
2014-02-14 21:17:00,40.4,47.240333333333325,-6.8403333333333265,False
2014-02-14 21:22:00,52.058,47.25208333333333,4.805916666666668,False
2014-02-14 21:27:00,47.84,47.232166666666664,0.607833333333339,False
2014-02-14 21:32:00,42.774,47.327,-4.552999999999997,False
2014-02-14 21:37:00,50.494,47.27975,3.21425,False
2014-02-14 21:42:00,45.364,47.381249999999994,-2.017249999999997,False
2014-02-14 21:47:00,43.192,47.37975,-4.187750000000001,False
2014-02-14 21:52:00,48.356,47.28091666666666,1.075083333333339,False
2014-02-14 21:57:00,47.958,47.07783333333333,0.8801666666666677,False
2014-02-14 22:02:00,44.026,47.11891666666667,-3.0929166666666674,False
2014-02-14 22:07:00,49.46,46.75266666666666,2.707333333333338,False
2014-02-14 22:12:00,47.11,46.76925,0.3407499999999999,False
2014-02-14 22:17:00,44.218,46.806333333333335,-2.588333333333331,False
2014-02-14 22:22:00,47.154,46.55466666666666,0.599333333333341,False
2014-02-14 22:27:00,41.726000000000006,46.55441666666666,-4.828416666666655,False
2014-02-14 22:32:00,53.662,46.407250000000005,7.254749999999994,False
2014-02-14 22:37:00,46.808,46.597,0.21099999999999852,False
2014-02-14 22:42:00,44.834,46.84841666666667,-2.014416666666669,False
2014-02-14 22:47:00,49.554,46.529,3.0249999999999986,False
2014-02-14 22:52:00,45.822,46.70558333333333,-0.883583333333327,False
2014-02-14 22:57:00,46.768,46.869916666666676,-0.10191666666667487,False
2014-02-14 23:02:00,50.71,46.67458333333334,4.035416666666663,False
2014-02-14 23:07:00,43.662,46.83324999999999,-3.1712499999999935,False
2014-02-14 23:12:00,53.544,46.71875,6.825249999999997,False
2014-02-14 23:17:00,46.478,46.97891666666667,-0.5009166666666687,False
2014-02-14 23:22:00,43.052,47.23216666666667,-4.180166666666672,False
2014-02-14 23:27:00,49.038,46.85691666666667,2.1810833333333264,False
2014-02-14 23:32:00,46.238,46.90683333333334,-0.6688333333333389,False
2014-02-14 23:37:00,44.90600000000001,47.05116666666667,-2.145166666666654,False
2014-02-14 23:42:00,48.51,46.818333333333335,1.6916666666666629,False
2014-02-14 23:47:00,40.834,46.94941666666667,-6.115416666666668,False
2014-02-14 23:52:00,52.364,46.85116666666667,5.512833333333326,False
2014-02-14 23:57:00,47.206,47.01816666666667,0.1878333333333302,False
2014-02-15 00:02:00,43.31,46.98683333333333,-3.6768333333333274,False
2014-02-15 00:07:00,53.028,46.957,6.070999999999998,False
2014-02-15 00:12:00,46.644,47.10566666666667,-0.4616666666666731,False
