date,cost,is_anomaly
2023-01-01,50.91415123926329,False
2023-01-02,53.184699541022745,False
2023-01-03,60.15077688487396,False
2023-01-04,56.44276406211411,False
2023-01-05,40.87582452109803,False
2023-01-06,38.544038181958456,False
2023-01-07,44.42886934975761,False
2023-01-08,49.401272222969254,False
2023-01-09,56.604248387231365,False
2023-01-10,55.69029151473385,False
2023-01-11,56.60926383752895,False
2023-01-12,49.41230589334639,False
2023-01-13,42.99866879522906,False
2023-01-14,47.77707176115986,False
2023-01-15,52.10252802675613,False
2023-01-16,54.42677447109451,False
2023-01-17,59.70567564970208,False
2023-01-18,51.44442211045346,False
2023-01-19,50.06428099098136,False
2023-01-20,43.000798969586654,False
2023-01-21,44.19076104961997,False
2023-01-22,49.00721136678817,False
2023-01-23,61.022275875766304,False
2023-01-24,58.48583485124818,False
2023-01-25,53.38608644645115,False
2023-01-26,46.72252943559485,False
2023-01-27,45.09750425920545,False
2023-01-28,46.191680333347996,False
2023-01-29,52.63819783478796,False
2023-01-30,58.99711486876789,False
2023-01-31,65.72436610006598,False
2023-02-01,53.80182486378662,False
2023-02-02,46.59220189984493,False
2023-02-03,41.409258517801774,False
2023-02-04,47.29328640798226,False
2023-02-05,55.136916878162666,False
2023-02-06,57.7128094867796,False
2023-02-07,57.128953866567,False
2023-02-08,52.89762626586675,False
2023-02-09,50.43070845053365,False
2023-02-10,46.43033921615574,False
2023-02-11,47.42481094517134,False
2023-02-12,50.103470878133905,False
2023-02-13,59.101135828944386,False
2023-02-14,60.34948072487679,False
2023-02-15,56.377135703127514,False
2023-02-16,51.443216420904115,False
2023-02-17,45.22136334886946,False
2023-02-18,48.18208882947143,False
2023-02-19,52.65273720846666,False
2023-02-20,149.05502513953545,True
2023-02-21,62.243287974970215,False
2023-02-22,51.69960245337343,False
2023-02-23,48.21991643798764,False
2023-02-24,43.48945873966703,False
2023-02-25,44.578714595525724,False
2023-02-26,51.974573246319935,False
2023-02-27,63.58947579344742,False
2023-02-28,58.10192995037487,False
2023-03-01,59.325904976714924,False
2023-03-02,44.48032077221218,False
2023-03-03,44.245921612588084,False
2023-03-04,47.33360733557077,False
2023-03-05,54.90866699407782,False
2023-03-06,61.588331599122796,False
2023-03-07,63.42946500305437,False
2023-03-08,55.724894696195165,False
2023-03-09,48.49187470906585,False
2023-03-10,48.174504346316866,False
2023-03-11,46.62143516561091,False
2023-03-12,49.67294102998621,False
2023-03-13,56.40479021773378,False
2023-03-14,58.641066439449766,False
2023-03-15,58.61255214510182,False
2023-03-16,50.65620729527126,False
2023-03-17,48.02203276474873,False
2023-03-18,46.263590201246146,False
2023-03-19,54.32561907323018,False
2023-03-20,62.03142304164623,False
2023-03-21,60.82138367829387,False
2023-03-22,58.84139562561272,False
2023-03-23,48.59315226385965,False
2023-03-24,45.2114151628502,False
2023-03-25,46.750134458260796,False
2023-03-26,50.61248106323286,False
2023-03-27,61.965569302101,False
2023-03-28,60.69121627684642,False
2023-03-29,57.8585522691236,False
2023-03-30,52.371170063777384,False
2023-03-31,47.99017023063524,False
2023-04-01,50.2415034671741,False
2023-04-02,54.25454354647164,False
2023-04-03,59.584756923611764,False
2023-04-04,62.21026866473541,False
2023-04-05,53.109066611066396,False
2023-04-06,46.93759266979025,False
2023-04-07,43.03247786548221,False
2023-04-08,45.60360765745126,False
2023-04-09,56.09932268017028,False
2023-04-10,58.48821469366408,False
2023-04-11,61.66493563533643,False
2023-04-12,62.41875480629863,False
2023-04-13,50.56013817387529,False
2023-04-14,49.56312340794669,False
2023-04-15,46.14449510022619,False
2023-04-16,54.63368732639714,False
2023-04-17,58.704585695012476,False
2023-04-18,62.132324069752926,False
2023-04-19,61.39199432531268,False
2023-04-20,46.79696881748257,False
2023-04-21,49.00384763318299,False
2023-04-22,50.00855494725261,False
2023-04-23,53.81755013290959,False
2023-04-24,57.56647829657882,False
2023-04-25,63.71581182059621,False
2023-04-26,57.632591785749035,False
2023-04-27,53.02695872112367,False
2023-04-28,48.11613313911573,False
2023-04-29,54.45068481421849,False
2023-04-30,55.23193311758084,False
2023-05-01,106.53148688738139,True
2023-05-02,64.38725020232353,False
2023-05-03,60.23105996485579,False
2023-05-04,56.75649281278092,False
2023-05-05,50.905910440289155,False
2023-05-06,51.06596131770423,False
2023-05-07,60.68990867365865,False
2023-05-08,59.0383626967757,False
2023-05-09,62.280168699205355,False
2023-05-10,57.14134208872398,False
2023-05-11,51.859500677592266,False
2023-05-12,44.62051825987648,False
2023-05-13,52.25080098069895,False
2023-05-14,55.9833319087037,False
2023-05-15,58.54223297623624,False
2023-05-16,61.50268605383199,False
2023-05-17,61.21161145529098,False
2023-05-18,55.89330979074266,False
2023-05-19,55.090769377620774,False
2023-05-20,59.436935538277694,False
2023-05-21,58.24322829982795,False
2023-05-22,60.33603749964858,False
